sample_id,bodysite,gut_pharynx ,gut_mouth,pharynx_mouth
SRR10411784,mouth,,mouth,mouth
SRR10411785,mouth,,mouth,mouth
SRR10411786,mouth,,mouth,mouth
SRR10411787,mouth,,mouth,mouth
SRR8117879,pharynx,pharynx,,pharynx
SRR8117880,pharynx,pharynx,,pharynx
SRR8117881,pharynx,pharynx,,pharynx
SRR8117882,pharynx,pharynx,,pharynx
SRR8117883,pharynx,pharynx,,pharynx
SRR8117884,pharynx,pharynx,,pharynx
SRR8117885,pharynx,pharynx,,pharynx
SRR8117886,pharynx,pharynx,,pharynx
SRR8117887,pharynx,pharynx,,pharynx
SRR8117888,pharynx,pharynx,,pharynx
SRR8117889,pharynx,pharynx,,pharynx
SRR8117890,pharynx,pharynx,,pharynx
SRR8117891,pharynx,pharynx,,pharynx
SRR8117892,pharynx,pharynx,,pharynx
SRR8117893,pharynx,pharynx,,pharynx
SRR8117894,pharynx,pharynx,,pharynx
SRR8117895,pharynx,pharynx,,pharynx
SRR8117896,pharynx,pharynx,,pharynx
SRR8117897,pharynx,pharynx,,pharynx
SRR8117898,pharynx,pharynx,,pharynx
SRR8117899,pharynx,pharynx,,pharynx
SRR8117900,pharynx,pharynx,,pharynx
SRR8117901,pharynx,pharynx,,pharynx
SRR8117902,pharynx,pharynx,,pharynx
SRR8117903,pharynx,pharynx,,pharynx
SRR8117904,pharynx,pharynx,,pharynx
SRR8117905,pharynx,pharynx,,pharynx
SRR8117906,pharynx,pharynx,,pharynx
SRR8117907,pharynx,pharynx,,pharynx
SRR8117908,pharynx,pharynx,,pharynx
SRR8117909,pharynx,pharynx,,pharynx
SRR8117910,pharynx,pharynx,,pharynx
SRR8117911,pharynx,pharynx,,pharynx
SRR8117912,pharynx,pharynx,,pharynx
SRR8117913,pharynx,pharynx,,pharynx
SRR8117914,pharynx,pharynx,,pharynx
SRR8117915,pharynx,pharynx,,pharynx
SRR8117916,pharynx,pharynx,,pharynx
SRR8117917,pharynx,pharynx,,pharynx
SRR8117918,pharynx,pharynx,,pharynx
SRR8117919,pharynx,pharynx,,pharynx
SRR8117920,pharynx,pharynx,,pharynx
SRR8117921,pharynx,pharynx,,pharynx
SRR8117922,pharynx,pharynx,,pharynx
SRR8117923,pharynx,pharynx,,pharynx
SRR8117924,pharynx,pharynx,,pharynx
SRR8117925,pharynx,pharynx,,pharynx
SRR8117926,pharynx,pharynx,,pharynx
SRR8117927,pharynx,pharynx,,pharynx
SRR8117928,pharynx,pharynx,,pharynx
SRR8117929,pharynx,pharynx,,pharynx
SRR8117930,pharynx,pharynx,,pharynx
SRR8117931,pharynx,pharynx,,pharynx
SRR8117932,pharynx,pharynx,,pharynx
SRR8117933,pharynx,pharynx,,pharynx
SRR8117934,pharynx,pharynx,,pharynx
SRR8117935,pharynx,pharynx,,pharynx
SRR8117936,pharynx,pharynx,,pharynx
SRR8117937,pharynx,pharynx,,pharynx
SRR8117938,pharynx,pharynx,,pharynx
SRR8117939,pharynx,pharynx,,pharynx
SRR8117940,pharynx,pharynx,,pharynx
SRR8117941,pharynx,pharynx,,pharynx
SRR8117942,pharynx,pharynx,,pharynx
SRR8117943,pharynx,pharynx,,pharynx
SRR8117944,pharynx,pharynx,,pharynx
SRR8117945,pharynx,pharynx,,pharynx
SRR8117946,pharynx,pharynx,,pharynx
SRR8117947,pharynx,pharynx,,pharynx
SRR8117948,pharynx,pharynx,,pharynx
SRR8117949,pharynx,pharynx,,pharynx
SRR8117950,pharynx,pharynx,,pharynx
SRR8117951,pharynx,pharynx,,pharynx
SRR8117952,pharynx,pharynx,,pharynx
SRR8117953,pharynx,pharynx,,pharynx
SRR8117954,pharynx,pharynx,,pharynx
SRR8117955,pharynx,pharynx,,pharynx
SRR8117956,pharynx,pharynx,,pharynx
SRR8117957,pharynx,pharynx,,pharynx
SRR8117958,pharynx,pharynx,,pharynx
SRR8117959,pharynx,pharynx,,pharynx
SRR8117960,pharynx,pharynx,,pharynx
SRR8117961,pharynx,pharynx,,pharynx
SRR8117962,pharynx,pharynx,,pharynx
SRR8117963,pharynx,pharynx,,pharynx
SRR8117964,pharynx,pharynx,,pharynx
SRR8117965,pharynx,pharynx,,pharynx
SRR8117966,pharynx,pharynx,,pharynx
SRR8117967,pharynx,pharynx,,pharynx
SRR8117968,pharynx,pharynx,,pharynx
SRR8117969,pharynx,pharynx,,pharynx
SRR8117970,pharynx,pharynx,,pharynx
SRR8117971,pharynx,pharynx,,pharynx
SRR8117972,pharynx,pharynx,,pharynx
SRR8117973,pharynx,pharynx,,pharynx
SRR8117974,pharynx,pharynx,,pharynx
SRR8117975,pharynx,pharynx,,pharynx
SRR8117976,pharynx,pharynx,,pharynx
SRR8117977,pharynx,pharynx,,pharynx
SRR8117978,pharynx,pharynx,,pharynx
SRR8117979,pharynx,pharynx,,pharynx
SRR8117980,pharynx,pharynx,,pharynx
SRR8117981,pharynx,pharynx,,pharynx
SRR8117982,pharynx,pharynx,,pharynx
SRR8117983,pharynx,pharynx,,pharynx
SRR8117984,pharynx,pharynx,,pharynx
SRR8117985,pharynx,pharynx,,pharynx
SRR8117986,pharynx,pharynx,,pharynx
SRR8117987,pharynx,pharynx,,pharynx
SRR8117988,pharynx,pharynx,,pharynx
SRR8117989,pharynx,pharynx,,pharynx
SRR8117990,pharynx,pharynx,,pharynx
SRR8117991,pharynx,pharynx,,pharynx
SRR8117992,pharynx,pharynx,,pharynx
SRR8117993,pharynx,pharynx,,pharynx
SRR8117994,pharynx,pharynx,,pharynx
SRR8117995,pharynx,pharynx,,pharynx
SRR8117996,pharynx,pharynx,,pharynx
SRR8117997,pharynx,pharynx,,pharynx
SRR8117998,pharynx,pharynx,,pharynx
SRR8117999,pharynx,pharynx,,pharynx
SRR8118000,pharynx,pharynx,,pharynx
SRR8118001,pharynx,pharynx,,pharynx
SRR8118002,pharynx,pharynx,,pharynx
SRR8118003,pharynx,pharynx,,pharynx
SRR8118004,pharynx,pharynx,,pharynx
SRR8118005,pharynx,pharynx,,pharynx
SRR8118006,pharynx,pharynx,,pharynx
SRR8118007,pharynx,pharynx,,pharynx
SRR8118008,pharynx,pharynx,,pharynx
SRR8118009,pharynx,pharynx,,pharynx
SRR8118010,pharynx,pharynx,,pharynx
SRR8118011,pharynx,pharynx,,pharynx
SRR8118012,pharynx,pharynx,,pharynx
SRR8118013,pharynx,pharynx,,pharynx
SRR8118014,pharynx,pharynx,,pharynx
SRR8118015,pharynx,pharynx,,pharynx
SRR8118016,pharynx,pharynx,,pharynx
SRR8118017,pharynx,pharynx,,pharynx
SRR8118018,pharynx,pharynx,,pharynx
SRR8118019,pharynx,pharynx,,pharynx
SRR8118020,pharynx,pharynx,,pharynx
SRR8118021,pharynx,pharynx,,pharynx
SRR8118022,pharynx,pharynx,,pharynx
SRR8118023,pharynx,pharynx,,pharynx
SRR8118024,pharynx,pharynx,,pharynx
SRR8118025,pharynx,pharynx,,pharynx
SRR8118026,pharynx,pharynx,,pharynx
SRR8118027,pharynx,pharynx,,pharynx
SRR8118028,pharynx,pharynx,,pharynx
SRR8118029,pharynx,pharynx,,pharynx
SRR8118030,pharynx,pharynx,,pharynx
SRR8118031,pharynx,pharynx,,pharynx
SRR8118032,pharynx,pharynx,,pharynx
SRR8118033,pharynx,pharynx,,pharynx
SRR8118034,pharynx,pharynx,,pharynx
SRR8118035,pharynx,pharynx,,pharynx
SRR8118036,pharynx,pharynx,,pharynx
SRR8118037,pharynx,pharynx,,pharynx
SRR8118038,pharynx,pharynx,,pharynx
SRR8118039,pharynx,pharynx,,pharynx
SRR8118040,pharynx,pharynx,,pharynx
SRR8118041,pharynx,pharynx,,pharynx
SRR8118042,pharynx,pharynx,,pharynx
SRR8118043,pharynx,pharynx,,pharynx
SRR8118044,pharynx,pharynx,,pharynx
SRR8118045,pharynx,pharynx,,pharynx
SRR8118046,pharynx,pharynx,,pharynx
SRR8118047,pharynx,pharynx,,pharynx
SRR8118048,pharynx,pharynx,,pharynx
SRR8118049,pharynx,pharynx,,pharynx
SRR8118050,pharynx,pharynx,,pharynx
SRR8118051,pharynx,pharynx,,pharynx
SRR8118052,pharynx,pharynx,,pharynx
SRR8118053,pharynx,pharynx,,pharynx
SRR8118054,pharynx,pharynx,,pharynx
SRR8118055,pharynx,pharynx,,pharynx
SRR8118056,pharynx,pharynx,,pharynx
SRR8118057,pharynx,pharynx,,pharynx
SRR8118058,pharynx,pharynx,,pharynx
SRR8118059,pharynx,pharynx,,pharynx
SRR8118060,pharynx,pharynx,,pharynx
SRR8118061,pharynx,pharynx,,pharynx
SRR8118062,pharynx,pharynx,,pharynx
SRR8118063,pharynx,pharynx,,pharynx
SRR8118064,pharynx,pharynx,,pharynx
SRR8118065,pharynx,pharynx,,pharynx
SRR8118066,pharynx,pharynx,,pharynx
SRR8118067,pharynx,pharynx,,pharynx
SRR8118068,pharynx,pharynx,,pharynx
SRR8118069,pharynx,pharynx,,pharynx
SRR8118070,pharynx,pharynx,,pharynx
SRR8118071,pharynx,pharynx,,pharynx
SRR8118072,pharynx,pharynx,,pharynx
SRR8118073,pharynx,pharynx,,pharynx
SRR8118074,pharynx,pharynx,,pharynx
SRR8118075,pharynx,pharynx,,pharynx
SRR8118076,pharynx,pharynx,,pharynx
SRR8118077,pharynx,pharynx,,pharynx
SRR8118078,pharynx,pharynx,,pharynx
SRR8118079,pharynx,pharynx,,pharynx
SRR8118080,pharynx,pharynx,,pharynx
SRR8118081,pharynx,pharynx,,pharynx
SRR8118082,pharynx,pharynx,,pharynx
SRR8118083,pharynx,pharynx,,pharynx
SRR8118084,pharynx,pharynx,,pharynx
SRR8118085,pharynx,pharynx,,pharynx
SRR8118086,pharynx,pharynx,,pharynx
SRR8118087,pharynx,pharynx,,pharynx
SRR8118088,pharynx,pharynx,,pharynx
SRR8118089,pharynx,pharynx,,pharynx
SRR8118090,pharynx,pharynx,,pharynx
SRR8118091,pharynx,pharynx,,pharynx
SRR8118092,pharynx,pharynx,,pharynx
SRR8118093,pharynx,pharynx,,pharynx
SRR8118094,pharynx,pharynx,,pharynx
SRR8118095,pharynx,pharynx,,pharynx
SRR8118096,pharynx,pharynx,,pharynx
SRR8118097,pharynx,pharynx,,pharynx
SRR8118098,pharynx,pharynx,,pharynx
SRR8118099,pharynx,pharynx,,pharynx
SRR8118100,pharynx,pharynx,,pharynx
SRR8118101,pharynx,pharynx,,pharynx
SRR8118102,pharynx,pharynx,,pharynx
SRR8118103,pharynx,pharynx,,pharynx
SRR8118104,pharynx,pharynx,,pharynx
SRR8118105,pharynx,pharynx,,pharynx
SRR8118106,pharynx,pharynx,,pharynx
SRR8118107,pharynx,pharynx,,pharynx
SRR8118108,pharynx,pharynx,,pharynx
SRR8118109,pharynx,pharynx,,pharynx
SRR8118110,pharynx,pharynx,,pharynx
SRR8118111,pharynx,pharynx,,pharynx
SRR8118112,pharynx,pharynx,,pharynx
SRR8118113,pharynx,pharynx,,pharynx
SRR8118114,pharynx,pharynx,,pharynx
SRR8118115,pharynx,pharynx,,pharynx
SRR8118116,pharynx,pharynx,,pharynx
SRR8118117,pharynx,pharynx,,pharynx
SRR8118118,pharynx,pharynx,,pharynx
SRR8118119,pharynx,pharynx,,pharynx
SRR8118120,pharynx,pharynx,,pharynx
SRR8118121,pharynx,pharynx,,pharynx
SRR8118122,pharynx,pharynx,,pharynx
SRR8118123,pharynx,pharynx,,pharynx
SRR8118124,pharynx,pharynx,,pharynx
SRR8118125,pharynx,pharynx,,pharynx
SRR8118126,pharynx,pharynx,,pharynx
SRR8118127,pharynx,pharynx,,pharynx
SRR8118128,pharynx,pharynx,,pharynx
SRR8118129,pharynx,pharynx,,pharynx
SRR8118130,pharynx,pharynx,,pharynx
SRR8118131,pharynx,pharynx,,pharynx
SRR8118132,pharynx,pharynx,,pharynx
SRR8118133,pharynx,pharynx,,pharynx
SRR8118134,pharynx,pharynx,,pharynx
SRR8118135,pharynx,pharynx,,pharynx
SRR8118136,pharynx,pharynx,,pharynx
SRR8118137,pharynx,pharynx,,pharynx
SRR8118138,pharynx,pharynx,,pharynx
SRR8118139,pharynx,pharynx,,pharynx
SRR8118140,pharynx,pharynx,,pharynx
SRR8118141,pharynx,pharynx,,pharynx
SRR8118142,pharynx,pharynx,,pharynx
SRR8118143,pharynx,pharynx,,pharynx
SRR8118144,pharynx,pharynx,,pharynx
SRR8118145,pharynx,pharynx,,pharynx
SRR8118146,pharynx,pharynx,,pharynx
SRR8118147,pharynx,pharynx,,pharynx
SRR8118148,pharynx,pharynx,,pharynx
SRR8118149,pharynx,pharynx,,pharynx
SRR8118150,pharynx,pharynx,,pharynx
SRR8118151,pharynx,pharynx,,pharynx
SRR8118152,pharynx,pharynx,,pharynx
SRR8118153,pharynx,pharynx,,pharynx
SRR8118154,pharynx,pharynx,,pharynx
SRR8118155,pharynx,pharynx,,pharynx
SRR8118156,pharynx,pharynx,,pharynx
SRR8118157,pharynx,pharynx,,pharynx
SRR8118158,pharynx,pharynx,,pharynx
SRR8118159,pharynx,pharynx,,pharynx
SRR8118160,pharynx,pharynx,,pharynx
SRR8118161,pharynx,pharynx,,pharynx
SRR8118162,pharynx,pharynx,,pharynx
SRR8118163,pharynx,pharynx,,pharynx
SRR8118164,pharynx,pharynx,,pharynx
SRR8118165,pharynx,pharynx,,pharynx
