sample_id,bodysite,bioproject_id,mouth_skin,mouth_pharynx,skin_pharynx
SRR2061501,skin,PRJNA286273,skin,,skin
SRR2061500,skin,PRJNA286273,skin,,skin
SRR2061499,skin,PRJNA286273,skin,,skin
SRR2061498,skin,PRJNA286273,skin,,skin
SRR2061497,skin,PRJNA286273,skin,,skin
SRR2061496,skin,PRJNA286273,skin,,skin
SRR2061495,skin,PRJNA286273,skin,,skin
SRR2061494,skin,PRJNA286273,skin,,skin
SRR2061493,skin,PRJNA286273,skin,,skin
SRR2061492,skin,PRJNA286273,skin,,skin
SRR2061491,skin,PRJNA286273,skin,,skin
SRR2061490,skin,PRJNA286273,skin,,skin
SRR2061489,skin,PRJNA286273,skin,,skin
SRR3656540,skin,PRJNA324668,skin,,skin
SRR3656539,skin,PRJNA324668,skin,,skin
SRR3656538,skin,PRJNA324668,skin,,skin
SRR3656537,skin,PRJNA324668,skin,,skin
SRR3656536,skin,PRJNA324668,skin,,skin
SRR3656535,skin,PRJNA324668,skin,,skin
SRR3656534,skin,PRJNA324668,skin,,skin
SRR3656533,skin,PRJNA324668,skin,,skin
SRR3656532,skin,PRJNA324668,skin,,skin
SRR3656531,skin,PRJNA324668,skin,,skin
SRR3656530,skin,PRJNA324668,skin,,skin
SRR3656529,skin,PRJNA324668,skin,,skin
SRR3656528,skin,PRJNA324668,skin,,skin
SRR3656527,skin,PRJNA324668,skin,,skin
SRR3656526,skin,PRJNA324668,skin,,skin
SRR3656525,skin,PRJNA324668,skin,,skin
SRR3656524,skin,PRJNA324668,skin,,skin
SRR3656523,skin,PRJNA324668,skin,,skin
SRR3656522,skin,PRJNA324668,skin,,skin
SRR3656521,skin,PRJNA324668,skin,,skin
SRR3656520,skin,PRJNA324668,skin,,skin
SRR3656519,skin,PRJNA324668,skin,,skin
SRR3656518,skin,PRJNA324668,skin,,skin
SRR3656517,skin,PRJNA324668,skin,,skin
SRR3656516,skin,PRJNA324668,skin,,skin
SRR3656515,skin,PRJNA324668,skin,,skin
SRR3656514,skin,PRJNA324668,skin,,skin
SRR3656513,skin,PRJNA324668,skin,,skin
SRR3656512,skin,PRJNA324668,skin,,skin
SRR3656511,skin,PRJNA324668,skin,,skin
SRR3656510,skin,PRJNA324668,skin,,skin
SRR3656509,skin,PRJNA324668,skin,,skin
SRR3656508,skin,PRJNA324668,skin,,skin
SRR3656507,skin,PRJNA324668,skin,,skin
SRR3656506,skin,PRJNA324668,skin,,skin
SRR3656505,skin,PRJNA324668,skin,,skin
SRR3656504,skin,PRJNA324668,skin,,skin
SRR3656503,skin,PRJNA324668,skin,,skin
SRR3656502,skin,PRJNA324668,skin,,skin
SRR3656501,skin,PRJNA324668,skin,,skin
SRR3656500,skin,PRJNA324668,skin,,skin
SRR3656499,skin,PRJNA324668,skin,,skin
SRR3656498,skin,PRJNA324668,skin,,skin
SRR3656497,skin,PRJNA324668,skin,,skin
SRR3656496,skin,PRJNA324668,skin,,skin
SRR3656495,skin,PRJNA324668,skin,,skin
SRR3656494,skin,PRJNA324668,skin,,skin
SRR3656493,skin,PRJNA324668,skin,,skin
SRR3656492,skin,PRJNA324668,skin,,skin
SRR3656491,skin,PRJNA324668,skin,,skin
SRR3656490,skin,PRJNA324668,skin,,skin
SRR3656489,skin,PRJNA324668,skin,,skin
SRR3656488,skin,PRJNA324668,skin,,skin
SRR3656487,skin,PRJNA324668,skin,,skin
SRR3656486,skin,PRJNA324668,skin,,skin
SRR3656485,skin,PRJNA324668,skin,,skin
SRR3656484,skin,PRJNA324668,skin,,skin
SRR3656483,skin,PRJNA324668,skin,,skin
SRR3656482,skin,PRJNA324668,skin,,skin
SRR3656481,skin,PRJNA324668,skin,,skin
SRR3656480,skin,PRJNA324668,skin,,skin
SRR3656479,skin,PRJNA324668,skin,,skin
SRR3656478,skin,PRJNA324668,skin,,skin
SRR3656477,skin,PRJNA324668,skin,,skin
SRR3656476,skin,PRJNA324668,skin,,skin
SRR3656475,skin,PRJNA324668,skin,,skin
SRR3656474,skin,PRJNA324668,skin,,skin
SRR3656473,skin,PRJNA324668,skin,,skin
SRR3656472,skin,PRJNA324668,skin,,skin
SRR3656471,skin,PRJNA324668,skin,,skin
SRR3656470,skin,PRJNA324668,skin,,skin
SRR3656469,skin,PRJNA324668,skin,,skin
SRR3656468,skin,PRJNA324668,skin,,skin
SRR3656467,skin,PRJNA324668,skin,,skin
SRR3656466,skin,PRJNA324668,skin,,skin
SRR3656465,skin,PRJNA324668,skin,,skin
SRR3656464,skin,PRJNA324668,skin,,skin
SRR3656463,skin,PRJNA324668,skin,,skin
SRR3656462,skin,PRJNA324668,skin,,skin
SRR3656461,skin,PRJNA324668,skin,,skin
SRR3656460,skin,PRJNA324668,skin,,skin
SRR3656459,skin,PRJNA324668,skin,,skin
SRR3656458,skin,PRJNA324668,skin,,skin
SRR3656457,skin,PRJNA324668,skin,,skin
SRR3656456,skin,PRJNA324668,skin,,skin
SRR3656455,skin,PRJNA324668,skin,,skin
SRR3656454,skin,PRJNA324668,skin,,skin
SRR3656453,skin,PRJNA324668,skin,,skin
SRR3656452,skin,PRJNA324668,skin,,skin
SRR3656451,skin,PRJNA324668,skin,,skin
SRR3656450,skin,PRJNA324668,skin,,skin
SRR3656449,skin,PRJNA324668,skin,,skin
SRR3656448,skin,PRJNA324668,skin,,skin
SRR3656447,skin,PRJNA324668,skin,,skin
SRR3656446,skin,PRJNA324668,skin,,skin
SRR3656445,skin,PRJNA324668,skin,,skin
SRR3656444,skin,PRJNA324668,skin,,skin
SRR3656443,skin,PRJNA324668,skin,,skin
SRR3656442,skin,PRJNA324668,skin,,skin
SRR3656441,skin,PRJNA324668,skin,,skin
SRR3656440,skin,PRJNA324668,skin,,skin
SRR3656439,skin,PRJNA324668,skin,,skin
SRR3656438,skin,PRJNA324668,skin,,skin
SRR3656436,skin,PRJNA324668,skin,,skin
SRR3656435,skin,PRJNA324668,skin,,skin
SRR3656434,skin,PRJNA324668,skin,,skin
SRR3656433,skin,PRJNA324668,skin,,skin
SRR3656432,skin,PRJNA324668,skin,,skin
SRR3656431,skin,PRJNA324668,skin,,skin
SRR3656430,skin,PRJNA324668,skin,,skin
SRR3656429,skin,PRJNA324668,skin,,skin
SRR3656428,skin,PRJNA324668,skin,,skin
SRR3656427,skin,PRJNA324668,skin,,skin
SRR3656426,skin,PRJNA324668,skin,,skin
SRR3656425,skin,PRJNA324668,skin,,skin
SRR3656424,skin,PRJNA324668,skin,,skin
SRR3656423,skin,PRJNA324668,skin,,skin
SRR3656422,skin,PRJNA324668,skin,,skin
SRR3656421,skin,PRJNA324668,skin,,skin
SRR3656420,skin,PRJNA324668,skin,,skin
SRR3656419,skin,PRJNA324668,skin,,skin
SRR3656418,skin,PRJNA324668,skin,,skin
SRR3656417,skin,PRJNA324668,skin,,skin
SRR3656416,skin,PRJNA324668,skin,,skin
SRR3656415,skin,PRJNA324668,skin,,skin
SRR3656414,skin,PRJNA324668,skin,,skin
SRR3656413,skin,PRJNA324668,skin,,skin
SRR3656412,skin,PRJNA324668,skin,,skin
SRR3656411,skin,PRJNA324668,skin,,skin
SRR3656410,skin,PRJNA324668,skin,,skin
SRR3656409,skin,PRJNA324668,skin,,skin
SRR3656408,skin,PRJNA324668,skin,,skin
SRR3656407,skin,PRJNA324668,skin,,skin
SRR3656406,skin,PRJNA324668,skin,,skin
SRR3656405,skin,PRJNA324668,skin,,skin
SRR3656404,skin,PRJNA324668,skin,,skin
SRR3656403,skin,PRJNA324668,skin,,skin
SRR3656402,skin,PRJNA324668,skin,,skin
SRR3656401,skin,PRJNA324668,skin,,skin
SRR3656400,skin,PRJNA324668,skin,,skin
SRR3656399,skin,PRJNA324668,skin,,skin
SRR3656398,skin,PRJNA324668,skin,,skin
SRR3656397,skin,PRJNA324668,skin,,skin
SRR3656396,skin,PRJNA324668,skin,,skin
SRR3656395,skin,PRJNA324668,skin,,skin
SRR3656394,skin,PRJNA324668,skin,,skin
SRR3656393,skin,PRJNA324668,skin,,skin
SRR3656392,skin,PRJNA324668,skin,,skin
SRR3656391,skin,PRJNA324668,skin,,skin
SRR3656390,skin,PRJNA324668,skin,,skin
SRR3656389,skin,PRJNA324668,skin,,skin
SRR3656388,skin,PRJNA324668,skin,,skin
SRR3656387,skin,PRJNA324668,skin,,skin
SRR3656386,skin,PRJNA324668,skin,,skin
SRR3656385,skin,PRJNA324668,skin,,skin
SRR3656384,skin,PRJNA324668,skin,,skin
SRR3656381,skin,PRJNA324668,skin,,skin
SRR3656380,skin,PRJNA324668,skin,,skin
SRR3656379,skin,PRJNA324668,skin,,skin
SRR3656378,skin,PRJNA324668,skin,,skin
SRR3656377,skin,PRJNA324668,skin,,skin
SRR3656376,skin,PRJNA324668,skin,,skin
SRR3656375,skin,PRJNA324668,skin,,skin
SRR3656374,skin,PRJNA324668,skin,,skin
SRR3656373,skin,PRJNA324668,skin,,skin
SRR3656372,skin,PRJNA324668,skin,,skin
SRR3656371,skin,PRJNA324668,skin,,skin
SRR3656370,skin,PRJNA324668,skin,,skin
SRR3656369,skin,PRJNA324668,skin,,skin
SRR3656368,skin,PRJNA324668,skin,,skin
SRR3656367,skin,PRJNA324668,skin,,skin
SRR3656366,skin,PRJNA324668,skin,,skin
SRR3656365,skin,PRJNA324668,skin,,skin
SRR3656364,skin,PRJNA324668,skin,,skin
SRR3656363,skin,PRJNA324668,skin,,skin
SRR3656362,skin,PRJNA324668,skin,,skin
SRR3656361,skin,PRJNA324668,skin,,skin
SRR3656360,skin,PRJNA324668,skin,,skin
SRR3656359,skin,PRJNA324668,skin,,skin
SRR3656358,skin,PRJNA324668,skin,,skin
SRR3656357,skin,PRJNA324668,skin,,skin
SRR3656356,skin,PRJNA324668,skin,,skin
SRR3656355,skin,PRJNA324668,skin,,skin
SRR3656354,skin,PRJNA324668,skin,,skin
SRR3656353,skin,PRJNA324668,skin,,skin
SRR3656352,skin,PRJNA324668,skin,,skin
SRR3656351,skin,PRJNA324668,skin,,skin
SRR3656350,skin,PRJNA324668,skin,,skin
SRR3656349,skin,PRJNA324668,skin,,skin
SRR3656348,skin,PRJNA324668,skin,,skin
SRR3656347,skin,PRJNA324668,skin,,skin
SRR3656346,skin,PRJNA324668,skin,,skin
SRR3656345,skin,PRJNA324668,skin,,skin
SRR3656344,skin,PRJNA324668,skin,,skin
SRR3656343,skin,PRJNA324668,skin,,skin
SRR3656342,skin,PRJNA324668,skin,,skin
SRR3656341,skin,PRJNA324668,skin,,skin
SRR3656340,skin,PRJNA324668,skin,,skin
SRR3656339,skin,PRJNA324668,skin,,skin
SRR3656338,skin,PRJNA324668,skin,,skin
SRR3656337,skin,PRJNA324668,skin,,skin
SRR3656336,skin,PRJNA324668,skin,,skin
SRR3656335,skin,PRJNA324668,skin,,skin
SRR3656334,skin,PRJNA324668,skin,,skin
SRR3656333,skin,PRJNA324668,skin,,skin
SRR3656332,skin,PRJNA324668,skin,,skin
SRR3656331,skin,PRJNA324668,skin,,skin
SRR3656330,skin,PRJNA324668,skin,,skin
SRR3656329,skin,PRJNA324668,skin,,skin
SRR3656328,skin,PRJNA324668,skin,,skin
SRR3656327,skin,PRJNA324668,skin,,skin
SRR3656326,skin,PRJNA324668,skin,,skin
SRR3656325,skin,PRJNA324668,skin,,skin
SRR3656324,skin,PRJNA324668,skin,,skin
SRR3656323,skin,PRJNA324668,skin,,skin
SRR3656322,skin,PRJNA324668,skin,,skin
SRR3656321,skin,PRJNA324668,skin,,skin
SRR3656320,skin,PRJNA324668,skin,,skin
SRR3656319,skin,PRJNA324668,skin,,skin
SRR3656318,skin,PRJNA324668,skin,,skin
SRR3656317,skin,PRJNA324668,skin,,skin
SRR3656316,skin,PRJNA324668,skin,,skin
SRR3656315,skin,PRJNA324668,skin,,skin
SRR3656314,skin,PRJNA324668,skin,,skin
SRR3656313,skin,PRJNA324668,skin,,skin
SRR3656312,skin,PRJNA324668,skin,,skin
SRR3656311,skin,PRJNA324668,skin,,skin
SRR3656310,skin,PRJNA324668,skin,,skin
SRR3656309,skin,PRJNA324668,skin,,skin
SRR3656308,skin,PRJNA324668,skin,,skin
SRR3656307,skin,PRJNA324668,skin,,skin
SRR3656306,skin,PRJNA324668,skin,,skin
SRR3656305,skin,PRJNA324668,skin,,skin
SRR3656304,skin,PRJNA324668,skin,,skin
SRR3656303,skin,PRJNA324668,skin,,skin
SRR3656302,skin,PRJNA324668,skin,,skin
SRR3656301,skin,PRJNA324668,skin,,skin
SRR3656300,skin,PRJNA324668,skin,,skin
SRR3656299,skin,PRJNA324668,skin,,skin
SRR3656298,skin,PRJNA324668,skin,,skin
SRR3656297,skin,PRJNA324668,skin,,skin
SRR3656296,skin,PRJNA324668,skin,,skin
SRR3656295,skin,PRJNA324668,skin,,skin
SRR3656294,skin,PRJNA324668,skin,,skin
SRR3656293,skin,PRJNA324668,skin,,skin
SRR3656292,skin,PRJNA324668,skin,,skin
SRR3656291,skin,PRJNA324668,skin,,skin
SRR3656290,skin,PRJNA324668,skin,,skin
SRR3656289,skin,PRJNA324668,skin,,skin
SRR3656288,skin,PRJNA324668,skin,,skin
SRR3656287,skin,PRJNA324668,skin,,skin
SRR3656286,skin,PRJNA324668,skin,,skin
SRR3656285,skin,PRJNA324668,skin,,skin
SRR3656284,skin,PRJNA324668,skin,,skin
SRR3656283,skin,PRJNA324668,skin,,skin
SRR3656282,skin,PRJNA324668,skin,,skin
SRR3656281,skin,PRJNA324668,skin,,skin
SRR3656280,skin,PRJNA324668,skin,,skin
SRR3656279,skin,PRJNA324668,skin,,skin
SRR3656278,skin,PRJNA324668,skin,,skin
SRR3656277,skin,PRJNA324668,skin,,skin
SRR3656276,skin,PRJNA324668,skin,,skin
SRR3656275,skin,PRJNA324668,skin,,skin
SRR3656274,skin,PRJNA324668,skin,,skin
SRR3656273,skin,PRJNA324668,skin,,skin
SRR3656272,skin,PRJNA324668,skin,,skin
SRR3656271,skin,PRJNA324668,skin,,skin
SRR3656270,skin,PRJNA324668,skin,,skin
SRR3656269,skin,PRJNA324668,skin,,skin
SRR3656268,skin,PRJNA324668,skin,,skin
SRR3656267,skin,PRJNA324668,skin,,skin
SRR3656266,skin,PRJNA324668,skin,,skin
SRR3656265,skin,PRJNA324668,skin,,skin
SRR3656264,skin,PRJNA324668,skin,,skin
SRR3656263,skin,PRJNA324668,skin,,skin
SRR3656262,skin,PRJNA324668,skin,,skin
SRR3656261,skin,PRJNA324668,skin,,skin
SRR3656260,skin,PRJNA324668,skin,,skin
SRR3656259,skin,PRJNA324668,skin,,skin
SRR3656258,skin,PRJNA324668,skin,,skin
SRR3656257,skin,PRJNA324668,skin,,skin
SRR3656256,skin,PRJNA324668,skin,,skin
SRR3656255,skin,PRJNA324668,skin,,skin
SRR3656254,skin,PRJNA324668,skin,,skin
SRR3656253,skin,PRJNA324668,skin,,skin
SRR3656252,skin,PRJNA324668,skin,,skin
SRR3656251,skin,PRJNA324668,skin,,skin
SRR3656250,skin,PRJNA324668,skin,,skin
SRR3656249,skin,PRJNA324668,skin,,skin
SRR3656248,skin,PRJNA324668,skin,,skin
SRR3656247,skin,PRJNA324668,skin,,skin
SRR3656246,skin,PRJNA324668,skin,,skin
SRR3656245,skin,PRJNA324668,skin,,skin
SRR3656244,skin,PRJNA324668,skin,,skin
SRR3656243,skin,PRJNA324668,skin,,skin
SRR3656242,skin,PRJNA324668,skin,,skin
SRR3656241,skin,PRJNA324668,skin,,skin
SRR3656238,skin,PRJNA324668,skin,,skin
SRR3656237,skin,PRJNA324668,skin,,skin
SRR3656236,skin,PRJNA324668,skin,,skin
SRR3656235,skin,PRJNA324668,skin,,skin
SRR3656234,skin,PRJNA324668,skin,,skin
SRR3656233,skin,PRJNA324668,skin,,skin
SRR3656232,skin,PRJNA324668,skin,,skin
SRR3656231,skin,PRJNA324668,skin,,skin
SRR3656230,skin,PRJNA324668,skin,,skin
SRR3656229,skin,PRJNA324668,skin,,skin
SRR3656228,skin,PRJNA324668,skin,,skin
SRR3656227,skin,PRJNA324668,skin,,skin
SRR3656226,skin,PRJNA324668,skin,,skin
SRR3656225,skin,PRJNA324668,skin,,skin
SRR3656224,skin,PRJNA324668,skin,,skin
SRR3656223,skin,PRJNA324668,skin,,skin
SRR3656222,skin,PRJNA324668,skin,,skin
SRR3656221,skin,PRJNA324668,skin,,skin
SRR3656220,skin,PRJNA324668,skin,,skin
SRR3656219,skin,PRJNA324668,skin,,skin
SRR3656218,skin,PRJNA324668,skin,,skin
SRR3656217,skin,PRJNA324668,skin,,skin
SRR3656216,skin,PRJNA324668,skin,,skin
SRR3656215,skin,PRJNA324668,skin,,skin
SRR3656214,skin,PRJNA324668,skin,,skin
SRR3656213,skin,PRJNA324668,skin,,skin
SRR3656212,skin,PRJNA324668,skin,,skin
SRR3656211,skin,PRJNA324668,skin,,skin
SRR3656210,skin,PRJNA324668,skin,,skin
SRR3656209,skin,PRJNA324668,skin,,skin
SRR3656208,skin,PRJNA324668,skin,,skin
SRR3656207,skin,PRJNA324668,skin,,skin
SRR3656206,skin,PRJNA324668,skin,,skin
SRR3656205,skin,PRJNA324668,skin,,skin
SRR3656203,skin,PRJNA324668,skin,,skin
SRR3656202,skin,PRJNA324668,skin,,skin
SRR3656201,skin,PRJNA324668,skin,,skin
SRR3656200,skin,PRJNA324668,skin,,skin
SRR3656199,skin,PRJNA324668,skin,,skin
SRR3656198,skin,PRJNA324668,skin,,skin
SRR3656197,skin,PRJNA324668,skin,,skin
SRR3656196,skin,PRJNA324668,skin,,skin
SRR3656195,skin,PRJNA324668,skin,,skin
SRR3656194,skin,PRJNA324668,skin,,skin
SRR3656193,skin,PRJNA324668,skin,,skin
SRR3656192,skin,PRJNA324668,skin,,skin
SRR3656191,skin,PRJNA324668,skin,,skin
SRR3656190,skin,PRJNA324668,skin,,skin
SRR3656189,skin,PRJNA324668,skin,,skin
SRR3656188,skin,PRJNA324668,skin,,skin
SRR3656187,skin,PRJNA324668,skin,,skin
SRR3656186,skin,PRJNA324668,skin,,skin
SRR3656185,skin,PRJNA324668,skin,,skin
SRR3656184,skin,PRJNA324668,skin,,skin
SRR3656183,skin,PRJNA324668,skin,,skin
SRR3656182,skin,PRJNA324668,skin,,skin
SRR3656181,skin,PRJNA324668,skin,,skin
SRR3656180,skin,PRJNA324668,skin,,skin
SRR3656179,skin,PRJNA324668,skin,,skin
SRR3656178,skin,PRJNA324668,skin,,skin
SRR3656177,skin,PRJNA324668,skin,,skin
SRR3656176,skin,PRJNA324668,skin,,skin
SRR3656175,skin,PRJNA324668,skin,,skin
SRR3656174,skin,PRJNA324668,skin,,skin
SRR3656173,skin,PRJNA324668,skin,,skin
SRR3656172,skin,PRJNA324668,skin,,skin
SRR3656171,skin,PRJNA324668,skin,,skin
SRR3656170,skin,PRJNA324668,skin,,skin
SRR3656169,skin,PRJNA324668,skin,,skin
SRR3656168,skin,PRJNA324668,skin,,skin
SRR3656167,skin,PRJNA324668,skin,,skin
SRR3656166,skin,PRJNA324668,skin,,skin
SRR3656165,skin,PRJNA324668,skin,,skin
SRR3656164,skin,PRJNA324668,skin,,skin
SRR3656163,skin,PRJNA324668,skin,,skin
SRR3656162,skin,PRJNA324668,skin,,skin
SRR3656161,skin,PRJNA324668,skin,,skin
SRR3656160,skin,PRJNA324668,skin,,skin
SRR3656159,skin,PRJNA324668,skin,,skin
SRR3656158,skin,PRJNA324668,skin,,skin
SRR6216040,skin,PRJNA415710,skin,,skin
SRR6216041,skin,PRJNA415710,skin,,skin
SRR6216043,skin,PRJNA415710,skin,,skin
SRR6215717,skin,PRJNA415710,skin,,skin
SRR6215721,skin,PRJNA415710,skin,,skin
SRR6215770,skin,PRJNA415710,skin,,skin
SRR6215786,skin,PRJNA415710,skin,,skin
SRR6215788,skin,PRJNA415710,skin,,skin
SRR6215830,skin,PRJNA415710,skin,,skin
SRR6215979,skin,PRJNA415710,skin,,skin
SRR6215984,skin,PRJNA415710,skin,,skin
SRR6216017,skin,PRJNA415710,skin,,skin
